Address,USB0::0x2A8D::0x3702::MY61001265::0::INSTR,
2025-03-27 14:05:10.235,2.581781,5.162401
2025-03-27 14:05:10.752,2.581466,5.161925
2025-03-27 14:05:11.269,2.580884,5.16184
2025-03-27 14:05:11.787,2.580288,5.160468
2025-03-27 14:05:12.305,2.579976,5.159736
2025-03-27 14:05:12.823,2.579926,5.159173
2025-03-27 14:05:13.340,2.579002,5.158259
2025-03-27 14:05:13.858,2.57872,5.15659
2025-03-27 14:05:14.376,2.577962,5.155494
2025-03-27 14:05:14.893,2.578128,5.155427
2025-03-27 14:05:15.412,2.577764,5.154876
2025-03-27 14:05:15.929,2.576884,5.153446
2025-03-27 14:05:16.447,2.576812,5.153213
2025-03-27 14:05:16.964,2.576526,5.153614
2025-03-27 14:05:17.482,2.575571,5.151434
2025-03-27 14:05:18.000,2.575973,5.151359
2025-03-27 14:05:18.517,2.57545,5.150098
2025-03-27 14:05:19.036,2.575021,5.149632
2025-03-27 14:05:19.553,2.574604,5.148683
2025-03-27 14:05:20.071,2.574612,5.147982
2025-03-27 14:05:20.589,2.573457,5.146476
2025-03-27 14:05:21.106,2.573377,5.146265
2025-03-27 14:05:21.624,2.573078,5.145617
2025-03-27 14:05:22.142,2.573112,5.145761
2025-03-27 14:05:22.659,2.572739,5.145009
2025-03-27 14:05:23.177,2.572426,5.143933
2025-03-27 14:05:23.695,2.572071,5.143178
2025-03-27 14:05:24.213,2.571615,5.142233
2025-03-27 14:05:24.730,2.571615,5.142233
2025-03-27 14:05:24.731,2.571671,5.142634
2025-03-27 14:05:25.248,2.571264,5.142298
2025-03-27 14:05:25.765,2.571027,5.142345
2025-03-27 14:05:26.284,2.570657,5.140283
2025-03-27 14:05:26.801,2.570035,5.139204
2025-03-27 14:05:27.319,2.570046,5.139464
2025-03-27 14:05:27.837,2.569535,5.13904
2025-03-27 14:05:28.354,2.569747,5.13888
2025-03-27 14:05:28.873,2.56948,5.139197
2025-03-27 14:05:29.390,2.569145,5.137413
2025-03-27 14:05:29.907,2.568701,5.136599
2025-03-27 14:05:30.425,2.568316,5.136465
2025-03-27 14:05:30.943,2.567971,5.135772
2025-03-27 14:05:31.462,2.568031,5.135719
2025-03-27 14:05:31.978,2.567468,5.134777
2025-03-27 14:05:32.496,2.567226,5.134017
2025-03-27 14:05:33.014,2.567199,5.133319
2025-03-27 14:05:33.531,2.566635,5.132544
2025-03-27 14:05:34.049,2.5665,5.132412
2025-03-27 14:05:34.568,2.566287,5.132284
2025-03-27 14:05:35.086,2.565735,5.131609
2025-03-27 14:05:35.603,2.565848,5.131339
2025-03-27 14:05:36.120,2.565357,5.130764
2025-03-27 14:05:36.639,2.565251,5.12936
2025-03-27 14:05:37.155,2.564582,5.129596
2025-03-27 14:05:37.674,2.564513,5.128376
2025-03-27 14:05:38.191,2.564041,5.128033
2025-03-27 14:05:38.709,2.564019,5.127673
2025-03-27 14:05:39.227,2.564019,5.127673
2025-03-27 14:05:39.227,2.563908,5.126877
2025-03-27 14:05:39.745,2.563986,5.126756
2025-03-27 14:05:40.263,2.563505,5.126409
2025-03-27 14:05:40.780,2.563076,5.125927
2025-03-27 14:05:41.298,2.562693,5.124811
2025-03-27 14:05:41.815,2.562841,5.125873
2025-03-27 14:05:42.334,2.562457,5.124056
2025-03-27 14:05:42.852,2.562539,5.124424
2025-03-27 14:05:43.369,2.56229,5.123549
2025-03-27 14:05:43.887,2.561907,5.123618
2025-03-27 14:05:44.405,2.561769,5.123708
2025-03-27 14:05:44.923,2.562125,5.123227
2025-03-27 14:05:45.440,2.561616,5.122833
2025-03-27 14:05:45.958,2.561001,5.122179
2025-03-27 14:05:46.476,2.561218,5.122286
2025-03-27 14:05:46.994,2.560878,5.12106
2025-03-27 14:05:47.512,2.560711,5.120875
2025-03-27 14:05:48.028,2.560531,5.120588
2025-03-27 14:05:48.546,2.560091,5.119755
2025-03-27 14:05:49.064,2.559841,5.119123
2025-03-27 14:05:49.582,2.559335,5.118131
2025-03-27 14:05:50.100,2.559016,5.117804
2025-03-27 14:05:50.618,2.559465,5.118106
2025-03-27 14:05:51.136,2.559072,5.117096
2025-03-27 14:05:51.653,2.558644,5.117464
2025-03-27 14:05:52.171,2.558851,5.11676
2025-03-27 14:05:52.688,2.558529,5.116617
2025-03-27 14:05:53.207,2.557919,5.115453
2025-03-27 14:05:53.724,2.557919,5.115453
2025-03-27 14:05:53.724,2.55803,5.116472
2025-03-27 14:05:54.242,2.557863,5.115164
2025-03-27 14:05:54.759,2.557847,5.114725
2025-03-27 14:05:55.277,2.557562,5.114821
2025-03-27 14:05:55.795,2.557648,5.114153
2025-03-27 14:05:56.313,2.55712,5.114548
2025-03-27 14:05:56.830,2.557282,5.113761
2025-03-27 14:05:57.347,2.556814,5.11349
2025-03-27 14:05:57.866,2.55672,5.112829
2025-03-27 14:05:58.383,2.55652,5.112535
2025-03-27 14:05:58.901,2.556025,5.111967
2025-03-27 14:05:59.419,2.556196,5.111877
2025-03-27 14:05:59.936,2.556046,5.111769
2025-03-27 14:06:00.454,2.555584,5.109773
2025-03-27 14:06:00.972,2.555109,5.110323
2025-03-27 14:06:01.490,2.555402,5.109523
2025-03-27 14:06:02.007,2.555329,5.110866
2025-03-27 14:06:02.525,2.555077,5.109081
2025-03-27 14:06:03.043,2.554516,5.108432
2025-03-27 14:06:03.561,2.55439,5.109257
2025-03-27 14:06:04.078,2.554224,5.108157
2025-03-27 14:06:04.596,2.554225,5.107266
2025-03-27 14:06:05.113,2.553606,5.107171
2025-03-27 14:06:05.632,2.553373,5.106516
2025-03-27 14:06:06.149,2.553243,5.106775
2025-03-27 14:06:06.667,2.553339,5.106133
2025-03-27 14:06:07.185,2.553341,5.105659
2025-03-27 14:06:07.702,2.552536,5.105116
2025-03-27 14:06:08.221,2.552536,5.105116
2025-03-27 14:06:08.221,2.552804,5.106038
2025-03-27 14:06:08.739,2.552333,5.105462
2025-03-27 14:06:09.256,2.552309,5.103887
2025-03-27 14:06:09.774,2.55198,5.103869
2025-03-27 14:06:10.291,2.552244,5.104419
2025-03-27 14:06:10.809,2.552271,5.104042
2025-03-27 14:06:11.327,2.551874,5.103549
2025-03-27 14:06:11.845,2.551206,5.103199
2025-03-27 14:06:12.363,2.55132,5.102458
2025-03-27 14:06:12.880,2.551409,5.102305
2025-03-27 14:06:13.397,2.551098,5.10175
2025-03-27 14:06:13.916,2.551444,5.101042
2025-03-27 14:06:14.433,2.55075,5.101115
2025-03-27 14:06:14.951,2.550452,5.100946
2025-03-27 14:06:15.468,2.550601,5.101079
2025-03-27 14:06:15.986,2.550835,5.101427
2025-03-27 14:06:16.504,2.550359,5.100326
2025-03-27 14:06:17.022,2.550405,5.099502
2025-03-27 14:06:17.540,2.5497,5.099387
2025-03-27 14:06:18.057,2.549546,5.099043
2025-03-27 14:06:18.575,2.550112,5.099526
2025-03-27 14:06:19.093,2.54987,5.098539
2025-03-27 14:06:19.611,2.549066,5.098473
2025-03-27 14:06:20.129,2.548979,5.097615
2025-03-27 14:06:20.646,2.549128,5.097823
2025-03-27 14:06:21.164,2.548477,5.096883
2025-03-27 14:06:21.681,2.548037,5.097172
2025-03-27 14:06:22.199,2.548096,5.096352
2025-03-27 14:06:22.717,2.548096,5.096352
2025-03-27 14:06:22.717,2.548507,5.095931
2025-03-27 14:06:23.235,2.548118,5.095986
2025-03-27 14:06:23.753,2.548285,5.096339
2025-03-27 14:06:24.270,2.548134,5.095522
2025-03-27 14:06:24.788,2.547789,5.095075
2025-03-27 14:06:25.306,2.547491,5.095147
2025-03-27 14:06:25.824,2.547585,5.094709
2025-03-27 14:06:26.342,2.547649,5.094172
2025-03-27 14:06:26.859,2.547223,5.093156
2025-03-27 14:06:27.377,2.546747,5.093433
2025-03-27 14:06:27.895,2.546613,5.092806
2025-03-27 14:06:28.413,2.546757,5.092712
2025-03-27 14:06:28.930,2.546714,5.093056
2025-03-27 14:06:29.448,2.546357,5.092847
2025-03-27 14:06:29.966,2.546515,5.092739
2025-03-27 14:06:30.483,2.546225,5.09163
2025-03-27 14:06:31.001,2.546195,5.092057
2025-03-27 14:06:31.519,2.545637,5.091012
2025-03-27 14:06:32.037,2.545547,5.091608
2025-03-27 14:06:32.555,2.545781,5.090894
2025-03-27 14:06:33.071,2.545298,5.090362
2025-03-27 14:06:33.589,2.545216,5.089691
2025-03-27 14:06:34.108,2.544594,5.089471
2025-03-27 14:06:34.625,2.545079,5.089177
2025-03-27 14:06:35.143,2.54432,5.08891
2025-03-27 14:06:35.660,2.544036,5.088637
2025-03-27 14:06:36.178,2.543983,5.088143
2025-03-27 14:06:36.696,2.54422,5.088344
2025-03-27 14:06:37.214,2.544099,5.088065
2025-03-27 14:06:37.731,2.544099,5.088065
2025-03-27 14:06:37.731,2.544132,5.086897
2025-03-27 14:06:38.250,2.543426,5.087394
2025-03-27 14:06:38.767,2.543448,5.08674
2025-03-27 14:06:39.285,2.543617,5.087146
2025-03-27 14:06:39.803,2.543282,5.085706
2025-03-27 14:06:40.320,2.543233,5.085079
2025-03-27 14:06:40.837,2.543375,5.085893
2025-03-27 14:06:41.356,2.543257,5.085071
2025-03-27 14:06:41.873,2.542803,5.086206
2025-03-27 14:06:42.391,2.542831,5.084931
2025-03-27 14:06:42.909,2.542906,5.085503
2025-03-27 14:06:43.426,2.542667,5.085762
2025-03-27 14:06:43.945,2.542767,5.084435
2025-03-27 14:06:44.462,2.542535,5.085137
2025-03-27 14:06:44.980,2.542622,5.085337
2025-03-27 14:06:45.497,2.542664,5.084157
2025-03-27 14:06:46.015,2.541966,5.08429
2025-03-27 14:06:46.532,2.542067,5.084008
2025-03-27 14:06:47.051,2.542192,5.083591
2025-03-27 14:06:47.568,2.541501,5.082441
2025-03-27 14:06:48.086,2.541124,5.082689
2025-03-27 14:06:48.604,2.541431,5.082205
2025-03-27 14:06:49.121,2.541677,5.082584
2025-03-27 14:06:49.639,2.540974,5.080905
2025-03-27 14:06:50.156,2.540633,5.081508
2025-03-27 14:06:50.675,2.541087,5.080456
2025-03-27 14:06:51.192,2.540907,5.080996
2025-03-27 14:06:51.710,2.54045,5.080739
2025-03-27 14:06:52.228,2.54045,5.080739
2025-03-27 14:06:52.228,2.54019,5.079586
2025-03-27 14:06:52.745,2.540116,5.079423
2025-03-27 14:06:53.263,2.540211,5.080166
2025-03-27 14:06:53.781,2.540233,5.079003
2025-03-27 14:06:54.298,2.539485,5.078907
2025-03-27 14:06:54.816,2.539717,5.078283
2025-03-27 14:06:55.334,2.539575,5.078653
2025-03-27 14:06:55.852,2.539625,5.078592
2025-03-27 14:06:56.370,2.539025,5.077836
2025-03-27 14:06:56.887,2.539103,5.078412
2025-03-27 14:06:57.405,2.5391,5.077294
2025-03-27 14:06:57.922,2.538777,5.077212
2025-03-27 14:06:58.442,2.538875,5.076977
2025-03-27 14:06:58.959,2.538883,5.076443
2025-03-27 14:06:59.476,2.538628,5.076922
2025-03-27 14:06:59.993,2.538601,5.077448
2025-03-27 14:07:00.511,2.538591,5.076767
2025-03-27 14:07:01.029,2.538425,5.07677
2025-03-27 14:07:01.547,2.538162,5.075582
2025-03-27 14:07:02.064,2.53783,5.075373
2025-03-27 14:07:02.582,2.537792,5.075008
2025-03-27 14:07:03.100,2.537672,5.074573
2025-03-27 14:07:03.617,2.537197,5.074773
2025-03-27 14:07:04.135,2.537399,5.074305
2025-03-27 14:07:04.653,2.537211,5.074028
2025-03-27 14:07:05.171,2.536899,5.073242
2025-03-27 14:07:05.689,2.536905,5.073779
2025-03-27 14:07:06.206,2.537075,5.072855
2025-03-27 14:07:06.724,2.537075,5.072855
2025-03-27 14:07:06.724,2.536628,5.072837
2025-03-27 14:07:07.242,2.536466,5.073104
2025-03-27 14:07:07.760,2.536125,5.071883
2025-03-27 14:07:08.278,2.536407,5.072227
2025-03-27 14:07:08.795,2.536152,5.072183
2025-03-27 14:07:09.313,2.536068,5.071584
2025-03-27 14:07:09.832,2.536083,5.072279
2025-03-27 14:07:10.348,2.535878,5.071483
2025-03-27 14:07:10.866,2.535682,5.071158
2025-03-27 14:07:11.384,2.535864,5.071079
2025-03-27 14:07:11.902,2.535366,5.070981
2025-03-27 14:07:12.419,2.535302,5.06993
2025-03-27 14:07:12.937,2.534892,5.068625
2025-03-27 14:07:13.455,2.534418,5.070123
2025-03-27 14:07:13.973,2.534933,5.069286
2025-03-27 14:07:14.491,2.534926,5.06895
2025-03-27 14:07:15.007,2.534688,5.069467
2025-03-27 14:07:15.525,2.534521,5.068211
2025-03-27 14:07:16.043,2.534115,5.068216
2025-03-27 14:07:16.561,2.533902,5.067576
2025-03-27 14:07:17.079,2.533849,5.067215
2025-03-27 14:07:17.596,2.533972,5.067675
2025-03-27 14:07:18.114,2.533867,5.067892
2025-03-27 14:07:18.632,2.533603,5.067791
2025-03-27 14:07:19.150,2.533807,5.066983
2025-03-27 14:07:19.668,2.533513,5.067045
2025-03-27 14:07:20.185,2.533301,5.066243
2025-03-27 14:07:20.703,2.533201,5.06642
2025-03-27 14:07:21.220,2.533201,5.06642
2025-03-27 14:07:21.220,2.533068,5.065851
2025-03-27 14:07:21.739,2.533127,5.065907
2025-03-27 14:07:22.256,2.533094,5.064999
2025-03-27 14:07:22.774,2.532718,5.065185
2025-03-27 14:07:23.292,2.532782,5.066049
2025-03-27 14:07:23.809,2.532584,5.065711
2025-03-27 14:07:24.327,2.532952,5.06552
2025-03-27 14:07:24.845,2.532645,5.065535
2025-03-27 14:07:25.363,2.532437,5.064383
2025-03-27 14:07:25.880,2.532233,5.06395
2025-03-27 14:07:26.397,2.531844,5.063815
2025-03-27 14:07:26.916,2.531988,5.063476
2025-03-27 14:07:27.434,2.53128,5.063089
2025-03-27 14:07:27.950,2.531122,5.062192
2025-03-27 14:07:28.468,2.531009,5.062611
2025-03-27 14:07:28.986,2.53102,5.062002
2025-03-27 14:07:29.504,2.531254,5.062616
2025-03-27 14:07:30.022,2.530856,5.061284
2025-03-27 14:07:30.539,2.530716,5.061792
2025-03-27 14:07:31.058,2.530965,5.062014
2025-03-27 14:07:31.575,2.531393,5.061734
2025-03-27 14:07:32.092,2.5312,5.061586
2025-03-27 14:07:32.610,2.53065,5.061136
2025-03-27 14:07:33.128,2.530827,5.060903
2025-03-27 14:07:33.646,2.530719,5.060771
2025-03-27 14:07:34.163,2.530407,5.060519
2025-03-27 14:07:34.681,2.530605,5.06065
2025-03-27 14:07:35.199,2.530161,5.059658
2025-03-27 14:07:35.717,2.530161,5.059658
2025-03-27 14:07:35.717,2.530143,5.059308
2025-03-27 14:07:36.235,2.529626,5.059523
2025-03-27 14:07:36.752,2.529616,5.058333
2025-03-27 14:07:37.272,2.5295,5.059459
2025-03-27 14:07:37.788,2.529682,5.058654
2025-03-27 14:07:38.305,2.529476,5.05845
2025-03-27 14:07:38.823,2.529483,5.058762
2025-03-27 14:07:39.340,2.529353,5.058466
2025-03-27 14:07:39.859,2.529014,5.057902
2025-03-27 14:07:40.376,2.529119,5.057743
2025-03-27 14:07:40.894,2.528467,5.057512
2025-03-27 14:07:41.411,2.528915,5.056956
2025-03-27 14:07:41.930,2.528548,5.056892
2025-03-27 14:07:42.447,2.528347,5.056918
2025-03-27 14:07:42.966,2.528426,5.056343
2025-03-27 14:07:43.483,2.528176,5.055994
2025-03-27 14:07:44.000,2.528554,5.057007
2025-03-27 14:07:44.518,2.528229,5.05644
2025-03-27 14:07:45.035,2.528094,5.055165
2025-03-27 14:07:45.553,2.527316,5.054679
2025-03-27 14:07:46.071,2.527087,5.054552
2025-03-27 14:07:46.589,2.527272,5.05407
2025-03-27 14:07:47.107,2.527132,5.053987
2025-03-27 14:07:47.625,2.527106,5.054589
2025-03-27 14:07:48.142,2.527063,5.053647
2025-03-27 14:07:48.660,2.526846,5.053649
2025-03-27 14:07:49.178,2.527095,5.053828
2025-03-27 14:07:49.695,2.526957,5.053963
2025-03-27 14:07:50.213,2.526678,5.052914
2025-03-27 14:07:50.731,2.526678,5.052914
2025-03-27 14:07:50.731,2.526628,5.052736
2025-03-27 14:07:51.248,2.526574,5.052758
2025-03-27 14:07:51.766,2.526209,5.052824
2025-03-27 14:07:52.284,2.526346,5.052431
2025-03-27 14:07:52.802,2.525643,5.051246
2025-03-27 14:07:53.319,2.526168,5.052564
2025-03-27 14:07:53.837,2.526325,5.051745
2025-03-27 14:07:54.355,2.526183,5.052349
2025-03-27 14:07:54.874,2.526118,5.051974
2025-03-27 14:07:55.391,2.526064,5.051477
2025-03-27 14:07:55.908,2.525407,5.050835
2025-03-27 14:07:56.426,2.525934,5.050736
2025-03-27 14:07:56.943,2.525158,5.051062
2025-03-27 14:07:57.462,2.525176,5.049823
2025-03-27 14:07:57.979,2.52503,5.050406
2025-03-27 14:07:58.497,2.524953,5.049506
2025-03-27 14:07:59.015,2.525039,5.049093
2025-03-27 14:07:59.532,2.524999,5.049649
2025-03-27 14:08:00.049,2.524813,5.049604
2025-03-27 14:08:00.568,2.524634,5.049844
2025-03-27 14:08:01.085,2.525072,5.049232
2025-03-27 14:08:01.604,2.524825,5.048487
2025-03-27 14:08:02.121,2.524829,5.048819
2025-03-27 14:08:02.639,2.524546,5.048288
2025-03-27 14:08:03.156,2.524544,5.048187
2025-03-27 14:08:03.674,2.524513,5.048681
2025-03-27 14:08:04.192,2.524104,5.047471
2025-03-27 14:08:04.709,2.523865,5.047513
2025-03-27 14:08:05.227,2.523865,5.047513
2025-03-27 14:08:05.227,2.523703,5.047578
2025-03-27 14:08:05.744,2.5235,5.046787
2025-03-27 14:08:06.263,2.523783,5.047857
2025-03-27 14:08:06.780,2.523069,5.046916
2025-03-27 14:08:07.298,2.523458,5.046715
2025-03-27 14:08:07.816,2.523585,5.04582
2025-03-27 14:08:08.333,2.522905,5.045595
2025-03-27 14:08:08.851,2.523061,5.045918
2025-03-27 14:08:09.369,2.523232,5.045545
2025-03-27 14:08:09.886,2.522825,5.045327
2025-03-27 14:08:10.405,2.523037,5.046174
2025-03-27 14:08:10.922,2.522965,5.045346
2025-03-27 14:08:11.440,2.522835,5.045129
2025-03-27 14:08:11.958,2.522384,5.045359
2025-03-27 14:08:12.475,2.52238,5.044482
2025-03-27 14:08:12.994,2.522274,5.043789
2025-03-27 14:08:13.511,2.522233,5.043857
2025-03-27 14:08:14.029,2.522115,5.043957
2025-03-27 14:08:14.547,2.521922,5.044105
2025-03-27 14:08:15.064,2.521714,5.044309
2025-03-27 14:08:15.582,2.52181,5.043548
2025-03-27 14:08:16.100,2.5221,5.043735
2025-03-27 14:08:16.617,2.5221,5.043364
2025-03-27 14:08:17.135,2.52165,5.043806
2025-03-27 14:08:17.653,2.521634,5.043586
2025-03-27 14:08:18.170,2.52222,5.043355
2025-03-27 14:08:18.689,2.522156,5.042772
2025-03-27 14:08:19.206,2.521861,5.042588
2025-03-27 14:08:19.724,2.521861,5.042588
2025-03-27 14:08:19.724,2.521865,5.042955
2025-03-27 14:08:20.242,2.521551,5.043728
2025-03-27 14:08:20.760,2.521157,5.042029
2025-03-27 14:08:21.278,2.521328,5.042093
2025-03-27 14:08:21.795,2.521369,5.041992
2025-03-27 14:08:22.313,2.521537,5.042422
2025-03-27 14:08:22.830,2.52077,5.041441
2025-03-27 14:08:23.348,2.52074,5.041461
2025-03-27 14:08:23.865,2.520498,5.040851
2025-03-27 14:08:24.384,2.520416,5.040686
2025-03-27 14:08:24.902,2.520391,5.040132
2025-03-27 14:08:25.419,2.520594,5.04038
2025-03-27 14:08:25.937,2.520151,5.040221
2025-03-27 14:08:26.454,2.520378,5.040068
2025-03-27 14:08:26.972,2.520086,5.040663
2025-03-27 14:08:27.490,2.52013,5.039162
2025-03-27 14:08:28.007,2.519868,5.039664
2025-03-27 14:08:28.525,2.519694,5.039714
2025-03-27 14:08:29.043,2.519911,5.039843
2025-03-27 14:08:29.560,2.519823,5.039198
2025-03-27 14:08:30.078,2.520024,5.038881
2025-03-27 14:08:30.596,2.519193,5.038698
2025-03-27 14:08:31.113,2.519032,5.037966
2025-03-27 14:08:31.631,2.519291,5.037946
2025-03-27 14:08:32.149,2.519448,5.038759
2025-03-27 14:08:32.667,2.519109,5.037827
2025-03-27 14:08:33.184,2.518753,5.036513
2025-03-27 14:08:33.702,2.518569,5.036974
2025-03-27 14:08:34.219,2.518569,5.036974
2025-03-27 14:08:34.220,2.518533,5.036927
2025-03-27 14:08:34.737,2.518767,5.037169
2025-03-27 14:08:35.256,2.518651,5.037056
2025-03-27 14:08:35.773,2.518702,5.037082
2025-03-27 14:08:36.291,2.518582,5.036261
2025-03-27 14:08:36.809,2.51858,5.037318
2025-03-27 14:08:37.327,2.518718,5.036726
2025-03-27 14:08:37.844,2.518786,5.035955
2025-03-27 14:08:38.361,2.518164,5.035474
2025-03-27 14:08:38.880,2.517749,5.036244
2025-03-27 14:08:39.397,2.518107,5.035743
2025-03-27 14:08:39.914,2.517622,5.035411
2025-03-27 14:08:40.432,2.517737,5.03524
2025-03-27 14:08:40.950,2.517604,5.035768
2025-03-27 14:08:41.467,2.517594,5.034328
2025-03-27 14:08:41.985,2.517308,5.034079
2025-03-27 14:08:42.503,2.51785,5.034108
2025-03-27 14:08:43.021,2.51744,5.034245
2025-03-27 14:08:43.538,2.517206,5.033676
2025-03-27 14:08:44.056,2.517242,5.033834
2025-03-27 14:08:44.574,2.517366,5.033088
2025-03-27 14:08:45.092,2.517146,5.033571
2025-03-27 14:08:45.610,2.517236,5.034621
2025-03-27 14:08:46.127,2.517292,5.034571
2025-03-27 14:08:46.644,2.517772,5.034766
2025-03-27 14:08:47.163,2.516998,5.033674
2025-03-27 14:08:47.680,2.517025,5.034302
2025-03-27 14:08:48.198,2.517097,5.033108
2025-03-27 14:08:48.716,2.517097,5.033108
2025-03-27 14:08:48.716,2.516899,5.033362
2025-03-27 14:08:49.233,2.516713,5.032746
2025-03-27 14:08:49.750,2.516116,5.032517
2025-03-27 14:08:50.269,2.516222,5.032818
2025-03-27 14:08:50.787,2.516438,5.031453
2025-03-27 14:08:51.305,2.51602,5.031388
2025-03-27 14:08:51.824,2.515961,5.031144
2025-03-27 14:08:52.340,2.516014,5.031333
