Address,USB0::0x2A8D::0x3702::MY61001265::0::INSTR,
2025-03-27 14:46:42.065,2.339255,5.847611
2025-03-27 14:46:42.583,2.339056,5.846653
2025-03-27 14:46:43.100,2.338698,5.845569
2025-03-27 14:46:43.617,2.337924,5.843391
2025-03-27 14:46:44.136,2.33751,5.842608
2025-03-27 14:46:44.654,2.337389,5.843097
2025-03-27 14:46:45.171,2.336955,5.841336
2025-03-27 14:46:45.689,2.336107,5.841636
2025-03-27 14:46:46.207,2.336296,5.838908
2025-03-27 14:46:46.724,2.336296,5.838908
2025-03-27 14:46:46.724,2.335443,5.838278
2025-03-27 14:46:47.242,2.335083,5.837424
2025-03-27 14:46:47.760,2.334329,5.835586
2025-03-27 14:46:48.278,2.334235,5.83498
2025-03-27 14:46:48.794,2.333766,5.834182
2025-03-27 14:46:49.313,2.33362,5.832695
2025-03-27 14:46:49.830,2.333352,5.832827
2025-03-27 14:46:50.348,2.332825,5.83138
2025-03-27 14:46:50.867,2.332637,5.83082
2025-03-27 14:46:51.384,2.332077,5.829584
2025-03-27 14:46:51.902,2.332419,5.829071
2025-03-27 14:46:52.420,2.331438,5.828747
2025-03-27 14:46:52.937,2.331197,5.826355
2025-03-27 14:46:53.455,2.330597,5.825294
2025-03-27 14:46:53.973,2.329657,5.823613
2025-03-27 14:46:54.490,2.329682,5.82354
2025-03-27 14:46:55.008,2.329065,5.822595
2025-03-27 14:46:55.526,2.328987,5.822065
2025-03-27 14:46:56.043,2.328665,5.821169
2025-03-27 14:46:56.561,2.327874,5.81791
2025-03-27 14:46:57.079,2.327732,5.819676
2025-03-27 14:46:57.596,2.327594,5.81847
2025-03-27 14:46:58.115,2.326926,5.816846
2025-03-27 14:46:58.632,2.326434,5.816286
2025-03-27 14:46:59.150,2.326318,5.816161
2025-03-27 14:46:59.667,2.326172,5.814811
2025-03-27 14:47:00.186,2.325484,5.813597
2025-03-27 14:47:00.703,2.325315,5.812158
2025-03-27 14:47:01.221,2.325315,5.812158
2025-03-27 14:47:01.221,2.325016,5.811762
2025-03-27 14:47:01.739,2.324369,5.810968
2025-03-27 14:47:02.256,2.324219,5.809087
2025-03-27 14:47:02.774,2.324035,5.809142
2025-03-27 14:47:03.291,2.323536,5.809179
2025-03-27 14:47:03.810,2.323322,5.809103
2025-03-27 14:47:04.327,2.323195,5.808199
2025-03-27 14:47:04.845,2.323217,5.807562
2025-03-27 14:47:05.362,2.322927,5.806126
2025-03-27 14:47:05.881,2.322324,5.805995
2025-03-27 14:47:06.398,2.322276,5.805125
2025-03-27 14:47:06.915,2.321892,5.803926
2025-03-27 14:47:07.432,2.32142,5.801919
2025-03-27 14:47:07.951,2.320974,5.802112
2025-03-27 14:47:08.469,2.321101,5.802517
2025-03-27 14:47:08.986,2.320219,5.80038
2025-03-27 14:47:09.504,2.32008,5.800017
2025-03-27 14:47:10.022,2.320238,5.799685
2025-03-27 14:47:10.540,2.319591,5.798979
2025-03-27 14:47:11.058,2.319191,5.79704
2025-03-27 14:47:11.575,2.319016,5.796955
2025-03-27 14:47:12.093,2.318575,5.796322
2025-03-27 14:47:12.611,2.317966,5.794772
2025-03-27 14:47:13.129,2.317867,5.793978
2025-03-27 14:47:13.646,2.317533,5.793349
2025-03-27 14:47:14.163,2.317231,5.792743
2025-03-27 14:47:14.682,2.316834,5.791521
2025-03-27 14:47:15.200,2.31672,5.791812
2025-03-27 14:47:15.717,2.31672,5.791812
2025-03-27 14:47:15.717,2.316287,5.789569
2025-03-27 14:47:16.235,2.316034,5.789043
2025-03-27 14:47:16.752,2.315497,5.788232
2025-03-27 14:47:17.271,2.31539,5.787585
2025-03-27 14:47:17.789,2.31508,5.787379
2025-03-27 14:47:18.306,2.314791,5.785989
2025-03-27 14:47:18.824,2.314652,5.785699
2025-03-27 14:47:19.342,2.313918,5.783754
2025-03-27 14:47:19.859,2.313432,5.783138
2025-03-27 14:47:20.377,2.312936,5.782467
2025-03-27 14:47:20.895,2.313075,5.782173
2025-03-27 14:47:21.412,2.31282,5.781825
2025-03-27 14:47:21.931,2.312182,5.780855
2025-03-27 14:47:22.448,2.312381,5.780825
2025-03-27 14:47:22.966,2.312182,5.779248
2025-03-27 14:47:23.484,2.311469,5.777847
2025-03-27 14:47:24.002,2.311137,5.77787
2025-03-27 14:47:24.519,2.310903,5.77719
2025-03-27 14:47:25.037,2.310836,5.776298
2025-03-27 14:47:25.554,2.310529,5.776228
2025-03-27 14:47:26.073,2.309979,5.775504
2025-03-27 14:47:26.590,2.310016,5.775268
2025-03-27 14:47:27.108,2.309723,5.774199
2025-03-27 14:47:27.625,2.310376,5.774069
2025-03-27 14:47:28.143,2.310097,5.775477
2025-03-27 14:47:28.661,2.309941,5.773684
2025-03-27 14:47:29.178,2.309539,5.773579
2025-03-27 14:47:29.697,2.309139,5.772789
2025-03-27 14:47:30.214,2.309139,5.772789
2025-03-27 14:47:30.214,2.30946,5.773525
2025-03-27 14:47:30.732,2.308437,5.770186
2025-03-27 14:47:31.250,2.30794,5.770032
2025-03-27 14:47:31.768,2.308348,5.769491
2025-03-27 14:47:32.285,2.307872,5.76869
2025-03-27 14:47:32.803,2.307568,5.769675
2025-03-27 14:47:33.321,2.307442,5.768067
2025-03-27 14:47:33.839,2.306966,5.767478
2025-03-27 14:47:34.356,2.306781,5.767752
2025-03-27 14:47:34.874,2.306947,5.76655
2025-03-27 14:47:35.392,2.306458,5.765694
2025-03-27 14:47:35.910,2.306436,5.766092
2025-03-27 14:47:36.427,2.306043,5.766047
2025-03-27 14:47:36.945,2.306345,5.764281
2025-03-27 14:47:37.463,2.305497,5.763602
2025-03-27 14:47:37.980,2.305432,5.762781
2025-03-27 14:47:38.498,2.305681,5.762517
2025-03-27 14:47:39.015,2.30524,5.762479
2025-03-27 14:47:39.534,2.305205,5.763208
2025-03-27 14:47:40.051,2.305001,5.7609
2025-03-27 14:47:40.569,2.304611,5.761193
2025-03-27 14:47:41.087,2.30451,5.761689
2025-03-27 14:47:41.604,2.304651,5.759991
2025-03-27 14:47:42.123,2.303778,5.758902
2025-03-27 14:47:42.640,2.303425,5.758547
2025-03-27 14:47:43.157,2.303619,5.75891
2025-03-27 14:47:43.676,2.303626,5.758822
2025-03-27 14:47:44.194,2.303381,5.757401
2025-03-27 14:47:44.712,2.303381,5.757401
2025-03-27 14:47:44.712,2.30313,5.757565
2025-03-27 14:47:45.229,2.302973,5.756991
2025-03-27 14:47:45.747,2.30304,5.755762
2025-03-27 14:47:46.264,2.302651,5.756336
2025-03-27 14:47:46.783,2.302552,5.756906
2025-03-27 14:47:47.300,2.302634,5.756329
2025-03-27 14:47:47.818,2.302313,5.755238
2025-03-27 14:47:48.335,2.302509,5.754075
2025-03-27 14:47:48.854,2.301807,5.75468
2025-03-27 14:47:49.371,2.301589,5.754156
2025-03-27 14:47:49.889,2.301749,5.753324
2025-03-27 14:47:50.406,2.301257,5.753762
2025-03-27 14:47:50.924,2.301355,5.752981
2025-03-27 14:47:51.442,2.301107,5.751742
2025-03-27 14:47:51.960,2.301142,5.752997
2025-03-27 14:47:52.477,2.300859,5.752188
2025-03-27 14:47:52.995,2.300728,5.75108
2025-03-27 14:47:53.514,2.300322,5.751021
2025-03-27 14:47:54.031,2.30016,5.75119
2025-03-27 14:47:54.549,2.300125,5.749657
2025-03-27 14:47:55.066,2.299887,5.748929
2025-03-27 14:47:55.584,2.299753,5.74946
2025-03-27 14:47:56.101,2.299451,5.748673
2025-03-27 14:47:56.620,2.299222,5.749673
2025-03-27 14:47:57.137,2.298877,5.746671
2025-03-27 14:47:57.655,2.298829,5.746903
2025-03-27 14:47:58.173,2.298387,5.745995
2025-03-27 14:47:58.690,2.298849,5.746
2025-03-27 14:47:59.208,2.298849,5.746
2025-03-27 14:47:59.208,2.298372,5.745579
2025-03-27 14:47:59.726,2.298053,5.744318
2025-03-27 14:48:00.244,2.297822,5.744409
2025-03-27 14:48:00.761,2.297776,5.744212
2025-03-27 14:48:01.279,2.297696,5.74314
2025-03-27 14:48:01.797,2.296878,5.742553
2025-03-27 14:48:02.315,2.296927,5.742288
2025-03-27 14:48:02.832,2.296865,5.741705
2025-03-27 14:48:03.350,2.296417,5.741001
2025-03-27 14:48:03.867,2.295965,5.740205
2025-03-27 14:48:04.386,2.295623,5.73964
2025-03-27 14:48:04.903,2.295798,5.738005
2025-03-27 14:48:05.421,2.295407,5.737278
2025-03-27 14:48:05.939,2.295377,5.738197
2025-03-27 14:48:06.457,2.295008,5.737145
2025-03-27 14:48:06.974,2.294579,5.737254
2025-03-27 14:48:07.492,2.294674,5.736884
2025-03-27 14:48:08.009,2.294193,5.735775
2025-03-27 14:48:08.528,2.294697,5.736116
2025-03-27 14:48:09.045,2.294103,5.736219
2025-03-27 14:48:09.563,2.294253,5.734898
2025-03-27 14:48:10.080,2.294383,5.734823
2025-03-27 14:48:10.598,2.293921,5.734244
2025-03-27 14:48:11.116,2.293855,5.734342
2025-03-27 14:48:11.634,2.293812,5.733794
2025-03-27 14:48:12.152,2.293912,5.732979
2025-03-27 14:48:12.669,2.293607,5.732926
2025-03-27 14:48:13.187,2.292873,5.73269
2025-03-27 14:48:13.704,2.293131,5.732388
2025-03-27 14:48:14.222,2.293131,5.732388
2025-03-27 14:48:14.222,2.293013,5.732274
2025-03-27 14:48:14.741,2.292896,5.731565
2025-03-27 14:48:15.258,2.292554,5.730496
2025-03-27 14:48:15.776,2.291915,5.729612
2025-03-27 14:48:16.293,2.291899,5.729356
2025-03-27 14:48:16.812,2.291835,5.728858
2025-03-27 14:48:17.328,2.291458,5.728983
2025-03-27 14:48:17.846,2.291662,5.728793
2025-03-27 14:48:18.364,2.291638,5.728482
2025-03-27 14:48:18.882,2.290945,5.727707
2025-03-27 14:48:19.399,2.29117,5.727891
2025-03-27 14:48:19.918,2.291304,5.728672
2025-03-27 14:48:20.435,2.290946,5.72714
2025-03-27 14:48:20.953,2.291117,5.72722
2025-03-27 14:48:21.471,2.290879,5.725247
2025-03-27 14:48:21.989,2.289952,5.724334
2025-03-27 14:48:22.507,2.28998,5.724353
2025-03-27 14:48:23.024,2.289688,5.723697
2025-03-27 14:48:23.542,2.290113,5.724179
2025-03-27 14:48:24.060,2.289492,5.722963
2025-03-27 14:48:24.577,2.289547,5.724319
2025-03-27 14:48:25.095,2.289334,5.722529
2025-03-27 14:48:25.612,2.289094,5.722873
2025-03-27 14:48:26.130,2.289118,5.721313
2025-03-27 14:48:26.648,2.288858,5.720913
2025-03-27 14:48:27.166,2.288542,5.720701
2025-03-27 14:48:27.684,2.288282,5.719751
2025-03-27 14:48:28.201,2.288067,5.719723
2025-03-27 14:48:28.719,2.288067,5.719723
2025-03-27 14:48:28.719,2.288598,5.72015
2025-03-27 14:48:29.237,2.288333,5.719904
2025-03-27 14:48:29.754,2.28766,5.719681
2025-03-27 14:48:30.272,2.287613,5.717915
2025-03-27 14:48:30.790,2.287655,5.719309
2025-03-27 14:48:31.307,2.287923,5.718668
2025-03-27 14:48:31.825,2.286968,5.717542
2025-03-27 14:48:32.343,2.287342,5.717073
2025-03-27 14:48:32.860,2.286955,5.717733
2025-03-27 14:48:33.378,2.287191,5.716788
2025-03-27 14:48:33.895,2.287025,5.717116
2025-03-27 14:48:34.414,2.28697,5.717145
2025-03-27 14:48:34.931,2.286676,5.71592
2025-03-27 14:48:35.449,2.286447,5.716706
2025-03-27 14:48:35.967,2.286694,5.716305
2025-03-27 14:48:36.485,2.286148,5.715063
2025-03-27 14:48:37.003,2.286537,5.716543
2025-03-27 14:48:37.521,2.28632,5.715951
2025-03-27 14:48:38.038,2.285935,5.71514
2025-03-27 14:48:38.555,2.286537,5.714608
2025-03-27 14:48:39.073,2.286029,5.713992
2025-03-27 14:48:39.591,2.285849,5.715247
2025-03-27 14:48:40.109,2.28577,5.713621
2025-03-27 14:48:40.627,2.285907,5.714087
2025-03-27 14:48:41.145,2.285453,5.713124
2025-03-27 14:48:41.662,2.285514,5.712954
2025-03-27 14:48:42.179,2.285375,5.712667
2025-03-27 14:48:42.697,2.285385,5.712931
2025-03-27 14:48:43.217,2.285385,5.712931
2025-03-27 14:48:43.217,2.285021,5.712938
2025-03-27 14:48:43.733,2.285422,5.711209
2025-03-27 14:48:44.251,2.284584,5.711069
2025-03-27 14:48:44.768,2.284038,5.711236
2025-03-27 14:48:45.287,2.284467,5.710599
2025-03-27 14:48:45.804,2.284227,5.710745
2025-03-27 14:48:46.321,2.28448,5.709991
2025-03-27 14:48:46.839,2.284109,5.710112
2025-03-27 14:48:47.357,2.284387,5.710591
2025-03-27 14:48:47.875,2.284077,5.709523
2025-03-27 14:48:48.393,2.284051,5.710367
2025-03-27 14:48:48.910,2.283621,5.70827
2025-03-27 14:48:49.429,2.283568,5.708306
2025-03-27 14:48:49.945,2.283147,5.708864
2025-03-27 14:48:50.463,2.283443,5.707194
2025-03-27 14:48:50.981,2.283469,5.708333
2025-03-27 14:48:51.499,2.282727,5.706198
2025-03-27 14:48:52.017,2.282418,5.705576
2025-03-27 14:48:52.534,2.282345,5.704924
2025-03-27 14:48:53.052,2.282273,5.704228
2025-03-27 14:48:53.570,2.28163,5.70496
2025-03-27 14:48:54.087,2.281558,5.704038
2025-03-27 14:48:54.606,2.281522,5.704311
2025-03-27 14:48:55.123,2.281295,5.703103
2025-03-27 14:48:55.641,2.281427,5.702504
2025-03-27 14:48:56.159,2.281079,5.702512
2025-03-27 14:48:56.676,2.280838,5.701507
2025-03-27 14:48:57.194,2.281228,5.702696
2025-03-27 14:48:57.712,2.281228,5.702696
2025-03-27 14:48:57.712,2.280625,5.702507
2025-03-27 14:48:58.229,2.280709,5.701507
2025-03-27 14:48:58.748,2.280431,5.700518
2025-03-27 14:48:59.265,2.280201,5.700543
2025-03-27 14:48:59.783,2.280121,5.699783
2025-03-27 14:49:00.301,2.279849,5.699407
2025-03-27 14:49:00.818,2.279794,5.69954
2025-03-27 14:49:01.337,2.279789,5.698328
2025-03-27 14:49:01.854,2.279622,5.697829
2025-03-27 14:49:02.371,2.279843,5.698394
2025-03-27 14:49:02.889,2.279359,5.697719
2025-03-27 14:49:03.407,2.279409,5.698003
2025-03-27 14:49:03.924,2.279296,5.697581
2025-03-27 14:49:04.442,2.278775,5.697033
2025-03-27 14:49:04.960,2.279168,5.697349
2025-03-27 14:49:05.478,2.27882,5.696174
2025-03-27 14:49:05.996,2.278872,5.695986
2025-03-27 14:49:06.513,2.278452,5.696176
2025-03-27 14:49:07.030,2.278513,5.695199
2025-03-27 14:49:07.549,2.27828,5.696166
2025-03-27 14:49:08.066,2.278175,5.695499
2025-03-27 14:49:08.584,2.278159,5.695676
2025-03-27 14:49:09.102,2.278262,5.695208
2025-03-27 14:49:09.620,2.278607,5.695626
2025-03-27 14:49:10.137,2.278439,5.695365
2025-03-27 14:49:10.655,2.278017,5.694344
2025-03-27 14:49:11.173,2.277792,5.695208
2025-03-27 14:49:11.690,2.27802,5.693861
2025-03-27 14:49:12.208,2.27802,5.693861
2025-03-27 14:49:12.208,2.277782,5.694354
2025-03-27 14:49:12.726,2.278006,5.693583
2025-03-27 14:49:13.243,2.277759,5.692989
2025-03-27 14:49:13.761,2.27734,5.691837
2025-03-27 14:49:14.279,2.277321,5.693249
2025-03-27 14:49:14.798,2.277341,5.69265
2025-03-27 14:49:15.315,2.277111,5.692913
2025-03-27 14:49:15.832,2.277219,5.692169
2025-03-27 14:49:16.350,2.276663,5.691102
2025-03-27 14:49:16.868,2.276566,5.691071
2025-03-27 14:49:17.385,2.276613,5.691051
2025-03-27 14:49:17.903,2.276727,5.690534
2025-03-27 14:49:18.421,2.276519,5.690775
2025-03-27 14:49:18.939,2.276123,5.689736
2025-03-27 14:49:19.456,2.275658,5.689237
2025-03-27 14:49:19.974,2.275831,5.68927
2025-03-27 14:49:20.492,2.275332,5.688995
2025-03-27 14:49:21.010,2.275496,5.689002
2025-03-27 14:49:21.527,2.275642,5.688587
2025-03-27 14:49:22.045,2.275611,5.688448
2025-03-27 14:49:22.563,2.275205,5.688558
2025-03-27 14:49:23.080,2.275234,5.68812
2025-03-27 14:49:23.598,2.275288,5.687426
2025-03-27 14:49:24.116,2.274949,5.687099
2025-03-27 14:49:24.634,2.274599,5.687195
2025-03-27 14:49:25.152,2.274354,5.686334
2025-03-27 14:49:25.670,2.274437,5.686646
2025-03-27 14:49:26.187,2.274186,5.685704
2025-03-27 14:49:26.705,2.274332,5.686136
2025-03-27 14:49:27.222,2.274332,5.686136
2025-03-27 14:49:27.222,2.274357,5.684659
2025-03-27 14:49:27.740,2.274039,5.684857
2025-03-27 14:49:28.258,2.273905,5.684128
2025-03-27 14:49:28.775,2.274229,5.684395
2025-03-27 14:49:29.293,2.273233,5.682943
2025-03-27 14:49:29.810,2.273585,5.684058
2025-03-27 14:49:30.329,2.273455,5.683025
2025-03-27 14:49:30.847,2.273228,5.682423
2025-03-27 14:49:31.364,2.273012,5.682434
2025-03-27 14:49:31.881,2.272787,5.681441
2025-03-27 14:49:32.400,2.273139,5.682379
2025-03-27 14:49:32.917,2.272595,5.682142
2025-03-27 14:49:33.435,2.272619,5.681567
2025-03-27 14:49:33.952,2.272598,5.682069
2025-03-27 14:49:34.471,2.272235,5.680882
2025-03-27 14:49:34.989,2.272141,5.68006
2025-03-27 14:49:35.505,2.272494,5.680662
2025-03-27 14:49:36.024,2.271937,5.679327
2025-03-27 14:49:36.542,2.272299,5.679081
2025-03-27 14:49:37.059,2.271781,5.679055
2025-03-27 14:49:37.577,2.271731,5.678902
2025-03-27 14:49:38.094,2.27147,5.678103
2025-03-27 14:49:38.613,2.271204,5.677277
2025-03-27 14:49:39.130,2.271268,5.677081
2025-03-27 14:49:39.648,2.271669,5.677981
2025-03-27 14:49:40.165,2.270938,5.677836
2025-03-27 14:49:40.683,2.271182,5.677602
2025-03-27 14:49:41.201,2.271266,5.677247
2025-03-27 14:49:41.718,2.271266,5.677247
2025-03-27 14:49:41.718,2.270623,5.676804
2025-03-27 14:49:42.236,2.270933,5.676927
2025-03-27 14:49:42.754,2.270671,5.676046
2025-03-27 14:49:43.272,2.270242,5.675562
2025-03-27 14:49:43.790,2.270281,5.674686
2025-03-27 14:49:44.307,2.270583,5.675312
2025-03-27 14:49:44.825,2.270061,5.674988
2025-03-27 14:49:45.342,2.269882,5.674994
2025-03-27 14:49:45.861,2.270321,5.674769
2025-03-27 14:49:46.378,2.27005,5.674549
2025-03-27 14:49:46.897,2.26976,5.673944
2025-03-27 14:49:47.414,2.269157,5.673064
2025-03-27 14:49:47.932,2.269272,5.672576
2025-03-27 14:49:48.449,2.269351,5.672982
2025-03-27 14:49:48.967,2.269048,5.672813
2025-03-27 14:49:49.485,2.269046,5.671706
2025-03-27 14:49:50.002,2.268512,5.670992
2025-03-27 14:49:50.520,2.268257,5.671313
2025-03-27 14:49:51.038,2.268579,5.671301
2025-03-27 14:49:51.555,2.26866,5.669328
2025-03-27 14:49:52.073,2.267859,5.670454
2025-03-27 14:49:52.591,2.268401,5.669457
2025-03-27 14:49:53.108,2.268211,5.669594
2025-03-27 14:49:53.627,2.267969,5.668729
2025-03-27 14:49:54.144,2.267284,5.668574
2025-03-27 14:49:54.662,2.267355,5.668995
2025-03-27 14:49:55.179,2.267584,5.669019
2025-03-27 14:49:55.698,2.267301,5.667809
2025-03-27 14:49:56.215,2.267301,5.667809
2025-03-27 14:49:56.215,2.267383,5.666959
2025-03-27 14:49:56.733,2.267019,5.666924
2025-03-27 14:49:57.251,2.266752,5.666573
2025-03-27 14:49:57.768,2.266455,5.665478
2025-03-27 14:49:58.286,2.26618,5.665693
2025-03-27 14:49:58.804,2.26597,5.664686
2025-03-27 14:49:59.322,2.266449,5.665668
2025-03-27 14:49:59.839,2.265766,5.66434
2025-03-27 14:50:00.357,2.265413,5.66367
2025-03-27 14:50:00.875,2.265436,5.663839
2025-03-27 14:50:01.393,2.265648,5.663027
2025-03-27 14:50:01.910,2.265859,5.66368
2025-03-27 14:50:02.427,2.265627,5.662556
2025-03-27 14:50:02.946,2.26515,5.663383
2025-03-27 14:50:03.464,2.265303,5.662319
2025-03-27 14:50:03.982,2.265203,5.662479
2025-03-27 14:50:04.499,2.264876,5.661919
2025-03-27 14:50:05.017,2.264808,5.660693
2025-03-27 14:50:05.534,2.264592,5.661599
2025-03-27 14:50:06.052,2.264895,5.662706
2025-03-27 14:50:06.570,2.264382,5.661394
2025-03-27 14:50:07.088,2.264048,5.659218
2025-03-27 14:50:07.605,2.264222,5.659181
2025-03-27 14:50:08.124,2.264095,5.660391
2025-03-27 14:50:08.641,2.263857,5.660379
2025-03-27 14:50:09.158,2.263882,5.659736
2025-03-27 14:50:09.677,2.263666,5.658576
2025-03-27 14:50:10.194,2.263154,5.658262
2025-03-27 14:50:10.712,2.263154,5.658262
2025-03-27 14:50:10.712,2.263255,5.658617
2025-03-27 14:50:11.229,2.263336,5.657925
2025-03-27 14:50:11.750,2.263238,5.658437
2025-03-27 14:50:12.265,2.26307,5.65792
2025-03-27 14:50:12.782,2.263303,5.657977
2025-03-27 14:50:13.301,2.262865,5.656116
2025-03-27 14:50:13.819,2.262478,5.656427
2025-03-27 14:50:14.336,2.262291,5.656189
2025-03-27 14:50:14.854,2.262405,5.655895
2025-03-27 14:50:15.371,2.26251,5.656116
2025-03-27 14:50:15.889,2.262442,5.654421
2025-03-27 14:50:16.407,2.262045,5.654764
2025-03-27 14:50:16.925,2.261731,5.653646
2025-03-27 14:50:17.442,2.261504,5.654195
2025-03-27 14:50:17.960,2.261461,5.654147
2025-03-27 14:50:18.478,2.261961,5.653421
2025-03-27 14:50:18.996,2.26095,5.652534
2025-03-27 14:50:19.513,2.260778,5.651341
2025-03-27 14:50:20.031,2.260918,5.651593
2025-03-27 14:50:20.549,2.260473,5.650815
2025-03-27 14:50:21.066,2.26075,5.652251
2025-03-27 14:50:21.584,2.260491,5.650747
2025-03-27 14:50:22.102,2.26029,5.650379
2025-03-27 14:50:22.619,2.260777,5.650741
2025-03-27 14:50:23.137,2.260026,5.649014
2025-03-27 14:50:23.655,2.260108,5.648943
2025-03-27 14:50:24.172,2.259745,5.650159
